Item,CitationFlow,TrustFlow,TopicalTrustFlow_Topic_0,TopicalTrustFlow_Value_0,TopicalTrustFlow_Topic_1,TopicalTrustFlow_Value_1,TopicalTrustFlow_Topic_2,TopicalTrustFlow_Value_2,TopicalTrustFlow_Topic_3,TopicalTrustFlow_Value_3,TopicalTrustFlow_Topic_4,TopicalTrustFlow_Value_4,TopicalTrustFlow_Topic_5,TopicalTrustFlow_Value_5,TopicalTrustFlow_Topic_6,TopicalTrustFlow_Value_6,TopicalTrustFlow_Topic_7,TopicalTrustFlow_Value_7,TopicalTrustFlow_Topic_8,TopicalTrustFlow_Value_8,TopicalTrustFlow_Topic_9,TopicalTrustFlow_Value_9,Crawled,LastCrawlDate,LastCrawlResult,Redirect,FinalRedirectResult,OutLinksPages,OutLinksInternal,OutLinksExternal,OutDomainsExternal,LastSeen,Title,RedirectTo,Language,LanguageDesc,LanguageConfidence,LanguagePageRatios,RefLanguage,RefLanguageDesc,RefLanguageConfidence,RefLanguagePageRatios,CrawledURLs,RootDomainIPAddress,TotalNonUniqueLinks,NonUniqueLinkTypeLive,NonUniqueLinkTypeDeleted,NonUniqueLinkTypeDeepLinks,NonUniqueLinkTypeHomepages,NonUniqueLinkTypeDirect,NonUniqueLinkTypeIndirect,NonUniqueLinkTypeFollow,NonUniqueLinkTypeNoFollow,NonUniqueLinkTypeHTTP,NonUniqueLinkTypeHTTPS,NonUniqueLinkTypeRedirects,NonUniqueLinkTypeTextLinks,NonUniqueLinkTypeImages,NonUniqueLinkTypeFrames,RefDomainTypeLive,RefDomainTypeFollow,RefDomainTypeHomepage,RefDomainTypeDirect,RefDomainTypeProtocolHTTPS
beslutsstodsdagen.com,15.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,4.0,0.0,3.0,3.0,,Beslutsstödsdagen - Beslutsstödsdagen,https://www.beslutsstodsdagen.com/,en,English,98.0,66.6,en,English,97.0,82.3,9.0,194.9.94.86,19.0,17.0,2.0,16.0,3.0,19.0,0.0,19.0,0.0,4.0,15.0,2.0,17.0,0.0,0.0,4.0,5.0,2.0,5.0,3.0
brutalsimplicity.se,17.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Arts/Television,1.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,1.0,,76.0,23.0,5.0,5.0,,brutalsimplicity.se - Work And Cases,https://www.brutalsimplicity.se/,sv,Swedish,76.0,59.5,sv,Swedish,91.0,52.6,126.0,188.114.228.83,75.0,69.0,6.0,71.0,4.0,46.0,29.0,61.0,14.0,24.0,51.0,9.0,65.0,1.0,0.0,28.0,26.0,2.0,21.0,26.0
fluggerlidkoping.se,8.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Recreation/Radio,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,0.0,,4.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,sv,Swedish,98.0,100.0,5.0,194.9.94.86,50.0,50.0,0.0,49.0,1.0,50.0,0.0,2.0,48.0,1.0,49.0,0.0,49.0,1.0,0.0,7.0,2.0,1.0,7.0,6.0
limadeli.se,8.0,4,Arts/Crafts,2.0,Society/People,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,0.0,,2.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,en,English,94.0,65.0,3.0,194.9.94.86,21.0,21.0,0.0,21.0,0.0,21.0,0.0,18.0,3.0,0.0,21.0,0.0,20.0,1.0,0.0,6.0,4.0,0.0,6.0,6.0
norrmejeriernyheter.se,8.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,23.0,1.0,0.0,0.0,,Norrmejeri Nyheter – En till WordPress-webbplats,https://norrmejeriernyheter.se/,sv,Swedish,99.0,100.0,fi,Finnish,97.0,62.5,177.0,188.114.231.32,8.0,8.0,0.0,8.0,0.0,8.0,0.0,4.0,4.0,1.0,7.0,0.0,8.0,0.0,0.0,4.0,3.0,0.0,4.0,3.0
pappers143.se,15.0,4,Arts/Crafts,2.0,Society/Work,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,1.0,,4.0,0.0,3.0,2.0,,Pappers avdelning 143 – Husum,https://www.pappers143.se/,sv,Swedish,95.0,100.0,sv,Swedish,93.0,94.7,5.0,104.45.80.62,26.0,22.0,4.0,22.0,4.0,17.0,9.0,23.0,3.0,10.0,16.0,6.0,20.0,0.0,0.0,12.0,13.0,2.0,8.0,9.0
sum-sim.se,14.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,1384.0,2.0,8.0,7.0,,Västerås Simsällskap Sum-sim – En till WordPress-webbplats,https://www.sum-sim.se/,sv,Swedish,98.0,99.9,sv,Swedish,75.0,95.2,2141.0,94.46.61.25,136.0,129.0,7.0,127.0,9.0,123.0,13.0,131.0,5.0,22.0,114.0,88.0,43.0,3.0,2.0,17.0,15.0,4.0,11.0,11.0
svenskslovenska.se,11.0,4,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,3.0,2.0,6.0,5.0,,SvenskSlovenska föreningen - SvenskSlovenska föreningen,https://www.svenskslovenska.se/,sv,Swedish,98.0,100.0,sl,Slovenian,76.0,66.6,12.0,188.114.239.15,19.0,15.0,4.0,15.0,4.0,15.0,4.0,17.0,2.0,16.0,3.0,4.0,15.0,0.0,0.0,7.0,8.0,2.0,6.0,3.0
nmis.se,5.0,3,Health,2.0,Regional/Europe,1.0,Science/Math,1.0,Health/Conditions and Diseases,1.0,Business,1.0,Reference/Education,1.0,Health/Medicine,1.0,Society/Politics,1.0,Society/Philanthropy,1.0,News/Newspapers,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,,Autism Södermanland,https://www.autism-sodermanland.se/,,,,,sv,Swedish,89.0,100.0,2.0,194.9.94.86,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
artlife.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Computers/Hardware,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Griffen,https://www.griffen.se/,,,,,sv,Swedish,74.0,100.0,3.0,194.9.94.86,8.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,6.0,2.0,0.0,7.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0
ayurveda-friskvard.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,41.0,0.0,1.0,1.0,,HEM - VÅRMÖTE 2020,https://varmote2020.se/,,,,,sv,Swedish,88.0,100.0,42.0,35.228.53.67,17.0,17.0,0.0,17.0,0.0,17.0,0.0,15.0,2.0,0.0,17.0,0.0,17.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0
backstagegbg.se,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,3.0,0.0,1.0,1.0,,Startsida | Gefle Boulecenter,https://www.gefleboulecenter.se/,,,,,sv,Swedish,85.0,84.6,4.0,194.9.94.85,13.0,13.0,0.0,12.0,1.0,13.0,0.0,8.0,5.0,7.0,6.0,0.0,12.0,1.0,0.0,7.0,5.0,1.0,7.0,5.0
bandit1063.se,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Fansidan om Mama Kin,https://www.mamakin.se/,,,,,sv,Swedish,72.0,92.0,2.0,194.9.94.86,25.0,24.0,1.0,24.0,1.0,25.0,0.0,17.0,8.0,11.0,14.0,0.0,25.0,0.0,0.0,11.0,9.0,1.0,12.0,6.0
barcampguayaquil.org,14.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Society/People,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,0.0,,11.0,0.0,10.0,2.0,,Parked at Loopia,,en,English,99.0,100.0,es,Spanish/Castilian,75.0,99.4,13.0,194.9.94.86,366.0,359.0,7.0,362.0,4.0,340.0,26.0,355.0,11.0,297.0,69.0,2.0,124.0,240.0,0.0,17.0,13.0,1.0,17.0,11.0
bjorrodsagg.se,6.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,2.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,en,English,99.0,100.0,2.0,194.9.94.86,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
brunner-kaminer.se,10.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,3.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,96.0,55.5,5.0,194.9.94.86,101.0,85.0,16.0,99.0,2.0,101.0,0.0,17.0,84.0,7.0,94.0,0.0,69.0,32.0,0.0,9.0,7.0,1.0,11.0,9.0
cadillacklubb.se,4.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,,Road Rebels,https://www.roadrebels.se/,,,,,en,English,99.0,100.0,2.0,194.9.94.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
citycamphalmstad.se,8.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,5.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,62.0,50.0,5.0,217.68.32.42,29.0,28.0,1.0,29.0,0.0,29.0,0.0,15.0,14.0,0.0,29.0,0.0,24.0,5.0,0.0,16.0,14.0,0.0,17.0,17.0
comfortuddevalla.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,3.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,no,Norwegian,50.0,50.0,3.0,194.9.94.86,5.0,4.0,1.0,5.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,3.0,3.0
emiliaskolan.nu,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,3.0,0.0,1.0,1.0,,Flighton Academy | JBgymnasiet.se William Chand,https://www.jbgymnasiet.se/,,,,,sv,Swedish,92.0,100.0,3.0,194.9.94.85,16.0,12.0,4.0,16.0,0.0,16.0,0.0,12.0,4.0,0.0,16.0,0.0,13.0,3.0,0.0,4.0,3.0,0.0,4.0,4.0
fagerstahygien.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,24.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,98.0,100.0,25.0,194.9.94.85,29.0,29.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0
filipgarden.se,8.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,2.0,0.0,1.0,1.0,,"One moment, please...",http://www.libra.nu/,,,,,sv,Swedish,77.0,98.3,2.0,194.9.94.86,123.0,118.0,5.0,123.0,0.0,123.0,0.0,123.0,0.0,5.0,118.0,0.0,123.0,0.0,0.0,9.0,9.0,0.0,9.0,8.0
florum.se,4.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,,Nyhetsflöde - JAP Entreprenad,https://www.japentreprenad.se/,,,,,sv,Swedish,94.0,100.0,2.0,194.9.94.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
folkhalsabergslagen.se,4.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,22.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,,,,,24.0,54.194.170.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glbyggab.se,4.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,5.0,0.0,1.0,1.0,,Fasadmålning Stockholm | Årets målare 2021 | O.Nybergs Måleri AB,https://xn--fasadmlningistockholm-x2b.nu/,,,,,,,,,5.0,194.9.94.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfgotland.se,8.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,2.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,91.0,100.0,sv,Swedish,94.0,100.0,2.0,194.9.94.85,12.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,7.0,5.0,1.0,11.0,0.0,0.0,4.0,5.0,0.0,5.0,3.0
goshandel.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,3848.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,87.0,80.0,4251.0,194.9.94.85,20.0,20.0,0.0,20.0,0.0,20.0,0.0,12.0,8.0,6.0,14.0,0.0,20.0,0.0,0.0,6.0,3.0,0.0,6.0,6.0
ingelasjoberg.se,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Recreation/Pets,1.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,0.0,,,1.0,,4.0,0.0,1.0,1.0,,Visby Vandrarhem,https://www.visbyvandrarhem.se/,,,,,sv,Swedish,82.0,96.8,4.0,194.9.94.86,68.0,46.0,22.0,68.0,0.0,68.0,0.0,45.0,23.0,13.0,55.0,0.0,45.0,23.0,0.0,7.0,5.0,0.0,7.0,4.0
kastreringsbussen.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,2.0,0.0,1.0,1.0,,,,,,,,sv,Swedish,90.0,100.0,5.0,194.9.94.85,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
konfliktcentrum.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,,Pappers avdelning 143 – Husum,https://www.pappers143.se/,,,,,sv,Swedish,88.0,100.0,2.0,194.9.94.86,23.0,14.0,9.0,23.0,0.0,23.0,0.0,23.0,0.0,14.0,9.0,1.0,22.0,0.0,0.0,5.0,7.0,0.0,7.0,5.0
koopi.se,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,3.0,0.0,1.0,1.0,,Affärskompetens,https://affarskompetens.nu/,,,,,sv,Swedish,69.0,48.1,4.0,194.9.94.85,54.0,54.0,0.0,54.0,0.0,54.0,0.0,51.0,3.0,41.0,13.0,0.0,54.0,0.0,0.0,10.0,8.0,0.0,10.0,7.0
landskronahistoria.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,134.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,en,English,87.0,53.3,135.0,194.9.94.86,97.0,85.0,12.0,97.0,0.0,97.0,0.0,49.0,48.0,5.0,92.0,0.0,97.0,0.0,0.0,45.0,13.0,0.0,53.0,52.0
lansnykter.se,14.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,6.0,1.0,3.0,2.0,,Länsnykter - Stockholms Läns Nykterhetsförbund,,sv,Swedish,99.0,100.0,fr,French,92.0,65.9,106.0,188.114.234.78,56.0,49.0,7.0,49.0,7.0,24.0,32.0,46.0,10.0,18.0,38.0,11.0,44.0,1.0,0.0,16.0,14.0,3.0,9.0,12.0
lidstock.nu,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,15.0,0.0,1.0,1.0,,Zara Larsson | #1 Musikexport 2022 | William Chand Produktion,https://zaralarsson.nu/,,,,,en,English,99.0,82.3,23.0,194.9.94.85,18.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,7.0,11.0,0.0,18.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
mareliberum.nu,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Startsida - Mare Liberum 1609-2009,https://www.sprakmaktskapande.se/,,,,,en,English,95.0,63.6,5.0,194.9.94.86,43.0,23.0,20.0,43.0,0.0,43.0,0.0,43.0,0.0,13.0,30.0,0.0,39.0,4.0,0.0,10.0,12.0,0.0,12.0,8.0
mims-infectantibio.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,1538.0,0.0,1.0,1.0,,Swedish CLL / Svenska KLL,https://swecll.se/,,,,,en,English,94.0,63.6,3837.0,85.118.206.137,11.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0
nwarkansasredcross.org,6.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,46.0,0.0,1.0,1.0,,Juridikblogg | Juridik,http://www.beedigd-vertalen.nu/,,,,,en,English,98.0,100.0,46.0,194.9.94.85,22.0,22.0,0.0,22.0,0.0,22.0,0.0,3.0,19.0,1.0,21.0,0.0,22.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0
nynashamnshembygdsgard.se,6.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,0.0,,6.0,0.0,10.0,1.0,,Parkerad hos Loopia,,sv,Swedish,90.0,100.0,sv,Swedish,94.0,100.0,6.0,194.9.94.86,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0
nypaedagoguddannelse.nu,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,2.0,0.0,1.0,1.0,,Glömda Barnen,https://www.glomdabarnen.se/,,,,,da,Danish,97.0,100.0,3.0,194.9.94.86,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0
ockelborum.se,7.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,3098.0,0.0,1.0,1.0,,Svenska KTS Nätverket,https://www.svenskaktsnatverket.se/,,,,,sv,Swedish,70.0,66.6,3479.0,194.9.94.86,9.0,9.0,0.0,9.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,0.0,9.0,0.0,0.0,8.0,7.0,0.0,8.0,8.0
orkelljunganatur.se,9.0,3,Arts/Crafts,2.0,Health/Mental Health,2.0,Shopping/Gifts,2.0,Science/Reference,2.0,Business,1.0,Business/Food and Related Products,1.0,Shopping/Visual Arts,1.0,Science/Chemistry,1.0,Business/Financial Services,1.0,Business/Textiles and Nonwovens,1.0,0.0,,,1.0,,7.0,0.0,1.0,1.0,,brutalsimplicity.se - Work And Cases,https://www.brutalsimplicity.se/,,,,,sv,Swedish,92.0,100.0,7.0,194.9.94.85,33.0,32.0,1.0,33.0,0.0,33.0,0.0,21.0,12.0,2.0,31.0,0.0,32.0,1.0,0.0,10.0,9.0,0.0,10.0,10.0
